,Date,Close/Last,Volume,Open,High,Low
920,2018-06-05,48.3275,86142280,48.2662,48.485,48.09
921,2018-06-04,47.9575,104762480,47.9087,48.355,47.8375
922,2018-06-01,47.56,93510760,46.9978,47.565,46.9375
923,2018-05-31,46.7175,109874800,46.805,47.0575,46.535
924,2018-05-30,46.875,74013640,46.93,47.0,46.695
925,2018-05-29,46.975,89636440,46.9,47.1875,46.7175
926,2018-05-25,47.145,68747040,47.0575,47.4125,46.9125
927,2018-05-24,47.0375,92517600,47.1925,47.21,46.5525
928,2018-05-23,47.09,79866360,46.5875,47.125,46.44
929,2018-05-22,46.79,60913080,47.0938,47.22,46.695
930,2018-05-21,46.9075,73532320,47.0,47.3175,46.7276
931,2018-05-18,46.5775,72332320,46.7975,46.9526,46.5325
932,2018-05-17,46.7475,68057960,47.0,47.2275,46.59
933,2018-05-16,47.045,76186400,46.5175,47.115,46.5
934,2018-05-15,46.61,94556280,46.695,46.7675,46.275
935,2018-05-14,47.0375,81572280,47.2525,47.3825,46.965
936,2018-05-11,47.1475,104671800,47.3725,47.515,46.8625
937,2018-05-10,47.51,111769720,46.935,47.5925,46.9125
938,2018-05-09,46.84,92565040,46.6375,46.85,46.305
939,2018-05-08,46.5125,112212920,46.2475,46.555,45.9162
940,2018-05-07,46.29,170230120,46.295,46.9175,46.1875
941,2018-05-04,45.9575,224548920,44.5625,46.0625,44.5425
942,2018-05-03,44.2225,135776440,43.97,44.375,43.6103
943,2018-05-02,44.1425,265818880,43.8062,44.4375,43.45
944,2018-05-01,42.275,208915640,41.6025,42.3,41.3175
945,2018-04-30,41.315,167906000,40.5325,41.815,40.46
946,2018-04-27,40.58,142468920,41.0,41.0825,40.1575
947,2018-04-26,41.055,111401480,41.03,41.4325,40.8425
948,2018-04-25,40.9125,113326160,40.655,41.355,40.6025
949,2018-04-24,40.735,134699840,41.4175,41.5825,40.305
950,2018-04-23,41.31,145586360,41.7088,41.73,41.0225
951,2018-04-20,41.43,261083800,42.6488,42.8046,41.3575
952,2018-04-19,43.2,138773120,43.7375,43.8475,43.165
953,2018-04-18,44.46,82178400,44.4525,44.705,44.22
954,2018-04-17,44.56,106300040,44.1225,44.7341,44.1025
955,2018-04-16,43.955,86245280,43.7575,44.0475,43.7075
956,2018-04-13,43.6825,100402040,43.695,43.96,43.4625
957,2018-04-12,43.535,91435360,43.3525,43.75,43.26
958,2018-04-11,43.11,89604160,43.0575,43.4808,42.925
959,2018-04-10,43.3125,114268440,43.25,43.5,42.8825
960,2018-04-09,42.5125,115904800,42.47,43.2725,42.4613
961,2018-04-06,42.095,139798760,42.7425,43.12,42.05
962,2018-04-05,43.2,107001040,43.145,43.5576,43.02
963,2018-04-04,42.9025,138327400,41.22,43.0025,41.1925
964,2018-04-03,42.0975,120950560,41.91,42.1864,41.22
965,2018-04-02,41.67,149702560,41.97,42.235,41.1175
966,2018-03-29,41.945,152465160,41.9513,42.9375,41.725
967,2018-03-28,41.62,165859520,41.8125,42.505,41.2975
968,2018-03-27,42.085,159296800,43.42,43.7875,41.73
969,2018-03-26,43.1925,147114240,42.0175,43.275,41.61
970,2018-03-23,41.235,163938160,42.0975,42.48,41.235
971,2018-03-22,42.2125,165343920,42.5,43.17,42.15
972,2018-03-21,42.8175,145551520,43.76,43.7725,42.815
973,2018-03-20,43.81,78482080,43.81,44.2,43.735
974,2018-03-19,43.825,131724440,44.33,44.3675,43.415
975,2018-03-16,44.505,153253320,44.6625,44.78,44.405
976,2018-03-15,44.6625,90706080,44.625,45.06,44.5175
977,2018-03-14,44.61,117338520,45.08,45.13,44.4525
978,2018-03-13,44.9925,125856680,45.6475,45.875,44.81
979,2018-03-12,45.43,128764280,45.0725,45.5975,45.0525
980,2018-03-09,44.995,128521440,44.49,45.0,44.3475
981,2018-03-08,44.235,98075400,43.87,44.28,43.7675
982,2018-03-07,43.7575,126745800,43.735,43.9625,43.5675
983,2018-03-06,44.1675,93092640,44.4775,44.5625,44.0325
984,2018-03-05,44.205,111300560,43.8025,44.435,43.63
985,2018-03-02,44.0525,153704240,43.2,44.075,43.1125
986,2018-03-01,43.75,194824680,44.635,44.9438,43.165
987,2018-02-28,44.53,150272320,44.815,45.1538,44.5125
988,2018-02-27,44.5975,155542040,44.775,45.12,44.54
989,2018-02-26,44.7425,149414680,44.0875,44.8475,44.0525
990,2018-02-23,43.875,135088200,43.4175,43.9125,43.385
991,2018-02-22,43.125,123815040,42.95,43.4875,42.9275
992,2018-02-21,42.7675,149512280,43.2075,43.53,42.7525
993,2018-02-20,42.9625,134762640,43.0125,43.565,42.855
994,2018-02-16,43.1075,160455160,43.09,43.705,42.9425
995,2018-02-15,43.2475,203634160,42.4475,43.2725,42.25
996,2018-02-14,41.8425,161531560,40.7612,41.885,40.72
997,2018-02-13,41.085,129933240,40.4875,41.1875,40.4125
998,2018-02-12,40.6775,243099600,39.625,40.9725,39.3775
999,2018-02-09,39.1025,282334120,39.2675,39.4725,37.56
1000,2018-02-08,38.7875,216583720,40.0725,40.25,38.7575
1001,2018-02-07,39.885,205869760,40.7713,40.85,39.7671
1002,2018-02-06,40.7575,272687760,38.7075,40.93,38.5
1003,2018-02-05,39.1225,288861280,39.775,40.97,39.0
1004,2018-02-02,40.125,343828200,41.5,41.7,40.025
1005,2018-02-01,41.945,177812920,41.7912,42.155,41.69
1006,2018-01-31,41.8575,128938080,41.7175,42.1104,41.625
1007,2018-01-30,41.7425,182541880,41.3813,41.8425,41.175
1008,2018-01-29,41.99,202261680,42.54,42.54,41.7675
1009,2018-01-26,42.8775,156301000,43.0,43.0,42.515
1010,2018-01-25,42.7775,165753120,43.6262,43.7375,42.6325
1011,2018-01-24,43.555,205474160,44.3125,44.325,43.3
1012,2018-01-23,44.26,129583480,44.325,44.86,44.205
1013,2018-01-22,44.25,108208000,44.325,44.445,44.1504
1014,2018-01-19,44.615,125225560,44.6525,44.895,44.3525
1015,2018-01-18,44.815,124349320,44.8425,45.025,44.5625
1016,2018-01-17,44.775,137040920,44.0375,44.8125,43.7675
1017,2018-01-16,44.0475,118049640,44.475,44.8475,44.035
1018,2018-01-12,44.2725,101208800,44.045,44.34,43.9125
1019,2018-01-11,43.82,74613520,43.6475,43.8721,43.6225
1020,2018-01-10,43.5725,95006760,43.29,43.575,43.25
1021,2018-01-09,43.5825,86128800,43.6375,43.765,43.3525
1022,2018-01-08,43.5875,82095480,43.5875,43.9025,43.4825
1023,2018-01-05,43.75,94359720,43.36,43.8425,43.2625
1024,2018-01-04,43.2575,89370600,43.135,43.3675,43.02
1025,2018-01-03,43.0575,117844160,43.1325,43.6375,42.99
1026,2018-01-02,43.065,101602160,42.54,43.075,42.315
1027,2017-12-29,42.3075,103755040,42.63,42.6475,42.305
1028,2017-12-28,42.77,65649080,42.75,42.9625,42.62
1029,2017-12-27,42.65,85909520,42.525,42.695,42.4275
1030,2017-12-26,42.6425,132453360,42.7,42.8675,42.4198
1031,2017-12-22,43.7525,65358760,43.67,43.856,43.625
1032,2017-12-21,43.7525,83394640,43.5425,44.005,43.525
1033,2017-12-20,43.5875,93805680,43.7175,43.855,43.3125
1034,2017-12-19,43.635,109574640,43.7575,43.8475,43.5225
1035,2017-12-18,44.105,117542600,43.72,44.3,43.715
1036,2017-12-15,43.4925,160488400,43.4075,43.5425,43.115
1037,2017-12-14,43.055,81770960,43.1,43.2825,42.9125
1038,2017-12-13,43.0675,93610040,43.125,43.385,43.0
1039,2017-12-12,42.925,76352680,43.0375,43.0975,42.8653
1040,2017-12-11,43.1675,137043560,42.3,43.2225,42.1975
1041,2017-12-08,42.3425,93143040,42.6225,42.75,42.205
1042,2017-12-07,42.33,102624440,42.2575,42.61,42.2275
1043,2017-12-06,42.2525,113591240,41.875,42.5512,41.615
1044,2017-12-05,42.41,109262120,42.265,42.88,42.1
1045,2017-12-04,42.45,130050320,43.12,43.155,42.4075
1046,2017-12-01,42.7625,158940440,42.4875,42.9175,42.125
1047,2017-11-30,42.9625,165938160,42.6075,43.035,42.11
1048,2017-11-29,42.37,165836480,43.1575,43.23,41.79
1049,2017-11-28,43.2675,105548960,43.575,43.7175,42.965
1050,2017-11-27,43.5225,82364360,43.7625,43.77,43.335
1051,2017-11-24,43.7425,56106680,43.775,43.875,43.6615
1052,2017-11-22,43.74,102234720,43.34,43.75,43.2625
1053,2017-11-21,43.285,100188520,42.695,43.425,42.695
1054,2017-11-20,42.495,64166200,42.5725,42.64,42.39
1055,2017-11-17,42.5375,87536040,42.76,42.8475,42.41
1056,2017-11-16,42.775,94394600,42.795,42.9675,42.575
1057,2017-11-15,42.27,115992880,42.4925,42.5799,42.095
1058,2017-11-14,42.835,98733400,43.26,43.37,42.795
1059,2017-11-13,43.4925,67825160,43.375,43.625,43.35
1060,2017-11-10,43.6675,100518040,43.7775,43.845,43.5675
1061,2017-11-09,43.97,117690440,43.7775,44.0238,43.285
1062,2017-11-08,44.06,97435680,43.665,44.06,43.5825
1063,2017-11-07,43.7025,97328480,43.4775,43.8125,43.4
1064,2017-11-06,43.5625,139081920,43.0913,43.7475,42.93
1065,2017-11-03,43.125,237328840,43.5,43.565,42.78
1066,2017-11-02,42.0275,158672400,41.91,42.125,41.32
1067,2017-11-01,41.7225,133931880,42.4675,42.485,41.4025
1068,2017-10-31,42.26,143118080,41.975,42.4125,41.735
1069,2017-10-30,41.68,178605680,40.9725,42.0175,40.93
1070,2017-10-27,40.7625,177551080,39.8225,40.9,39.675
1071,2017-10-26,39.3525,67666600,39.3075,39.4574,39.195
1072,2017-10-25,39.1025,84702680,39.2275,39.3875,38.8175
1073,2017-10-24,39.275,70534920,39.0725,39.355,39.05
1074,2017-10-23,39.0425,87555720,39.2225,39.4225,38.875
1075,2017-10-20,39.0625,95630160,39.1525,39.4375,38.99
1076,2017-10-19,38.995,169429680,39.1875,39.27,38.755
1077,2017-10-18,39.94,65011400,40.105,40.1775,39.9
1078,2017-10-17,40.1175,75878800,39.945,40.2175,39.8075
1079,2017-10-16,39.97,96373200,39.475,40.0,39.4125
1080,2017-10-13,39.2475,65471120,39.1825,39.32,39.1025
1081,2017-10-12,39.0,65522280,39.0875,39.3425,38.9325
1082,2017-10-11,39.1375,67445800,38.9925,39.245,38.9375
1083,2017-10-10,38.975,62414080,39.0138,39.5,38.775
1084,2017-10-09,38.96,64972320,38.9525,39.1825,38.8713
1085,2017-10-06,38.825,68895160,38.7425,38.8725,38.64
1086,2017-10-05,38.8475,84863480,38.545,38.86,38.5125
1087,2017-10-04,38.37,80355760,38.4075,38.465,38.115
1088,2017-10-03,38.62,64867200,38.5025,38.7725,38.4775
1089,2017-10-02,38.4525,74526160,38.565,38.6125,38.18
1090,2017-09-29,38.53,104818680,38.3025,38.5325,38.0
1091,2017-09-28,38.32,87933640,38.4725,38.57,38.175
1092,2017-09-27,38.5575,101609080,38.45,38.6797,38.385
1093,2017-09-26,38.285,143631080,37.945,38.48,37.9225
1094,2017-09-25,37.6375,177464560,37.4975,37.9575,37.29
1095,2017-09-22,37.9725,186301640,38.005,38.0675,37.64
1096,2017-09-21,38.3475,149400240,38.95,38.95,38.1875
1097,2017-09-20,39.0175,208504960,39.475,39.565,38.4575
1098,2017-09-19,39.6825,82262480,39.8775,39.9425,39.61
1099,2017-09-18,39.6675,112630520,40.0275,40.125,39.4988
1100,2017-09-15,39.97,195384240,39.6175,40.2425,39.5
1101,2017-09-14,39.57,94549240,39.7475,39.85,39.5225
1102,2017-09-13,39.9125,179465120,39.9675,39.99,39.4775
1103,2017-09-12,40.215,286298240,40.6525,40.99,39.6925
1104,2017-09-11,40.375,126027560,40.125,40.5125,39.9725
1105,2017-09-08,39.6575,113646960,40.215,40.2875,39.6325
1106,2017-09-07,40.315,87620640,40.5225,40.56,40.09
1107,2017-09-06,40.4775,86441200,40.6775,40.7475,40.13
1108,2017-09-05,40.52,117967640,40.9375,41.0625,40.14
1109,2017-09-01,41.0125,66257360,41.2,41.235,40.9075
1110,2017-08-31,41.0,106919760,40.91,41.13,40.87
1111,2017-08-30,40.8375,108863080,40.95,40.9725,40.6525
1112,2017-08-29,40.7275,117804200,40.025,40.78,40.0
1113,2017-08-28,40.3675,102599560,40.035,40.5,39.9825
1114,2017-08-25,39.965,100738400,39.9125,40.14,39.8175
1115,2017-08-24,39.8175,79128680,40.1075,40.185,39.6375
1116,2017-08-23,39.995,77507760,39.7675,40.1175,39.72
1117,2017-08-22,39.945,86259560,39.5575,40.0,39.505
1118,2017-08-21,39.3025,105320280,39.375,39.4725,38.7775
1119,2017-08-18,39.375,109567800,39.465,39.875,39.18
1120,2017-08-17,39.465,109511840,40.13,40.1775,39.46
1121,2017-08-16,40.2375,110429480,40.485,40.6275,40.0375
1122,2017-08-15,40.4,117510520,40.165,40.5487,40.035
1123,2017-08-14,39.9625,88299040,39.83,40.0525,39.6875
1124,2017-08-11,39.37,104835880,39.15,39.6432,39.0175
1125,2017-08-10,38.83,158544760,39.975,40.0,38.6575
1126,2017-08-09,40.265,104241720,39.815,40.3175,39.7775
1127,2017-08-08,40.02,144509960,39.65,40.4575,39.5675
1128,2017-08-07,39.7025,87309600,39.265,39.73,39.1675
1129,2017-08-04,39.0975,82059240,39.0175,39.35,38.9225
1130,2017-08-03,38.8925,106416560,39.2625,39.3025,38.755
1131,2017-08-02,39.285,278905760,39.82,39.9375,39.04
1132,2017-08-01,37.5125,134676080,37.275,37.555,37.1025
1133,2017-07-31,37.1825,78761680,37.475,37.5825,37.0325
1134,2017-07-28,37.375,68771080,37.4725,37.5575,37.2975
1135,2017-07-27,37.64,129719080,38.4375,38.4975,36.825
1136,2017-07-26,38.365,62596480,38.3375,38.4825,38.265
1137,2017-07-25,38.185,75193000,37.95,38.46,37.95
1138,2017-07-24,38.0225,85865480,37.645,38.11,37.475
1139,2017-07-21,37.5675,100445240,37.4975,37.61,37.22
1140,2017-07-20,37.585,68681960,37.875,37.935,37.5475
1141,2017-07-19,37.755,83439320,37.62,37.855,37.4875
1142,2017-07-18,37.52,71348520,37.3,37.5325,37.1675
1143,2017-07-17,37.39,95062840,37.205,37.725,37.1425
1144,2017-07-14,37.26,80468280,36.9925,37.3325,36.8325
1145,2017-07-13,36.9425,100322000,36.375,37.1225,36.36
1146,2017-07-12,36.435,99335200,36.4675,36.545,36.205
1147,2017-07-11,36.3825,74588880,36.1825,36.4625,36.095
1148,2017-07-10,36.265,84322320,36.0275,36.4875,35.8425
1149,2017-07-07,36.045,74108000,35.725,36.1875,35.725
1150,2017-07-06,35.6825,96441320,35.755,35.875,35.6025
1151,2017-07-05,36.0225,86201080,35.9225,36.1975,35.6809
1152,2017-07-03,35.875,57111400,36.22,36.325,35.775
1153,2017-06-30,36.005,91947840,36.1125,36.24,35.945
1154,2017-06-29,35.92,125802080,36.1775,36.2825,35.57
1155,2017-06-28,36.4575,88211680,36.1225,36.5275,35.79
1156,2017-06-27,35.9325,98900840,36.2525,36.54,35.905
1157,2017-06-26,36.455,102698000,36.7925,37.07,36.345
1158,2017-06-23,36.57,141685240,36.2825,36.79,36.2775
1159,2017-06-22,36.4075,76328680,36.4425,36.675,36.28
1160,2017-06-21,36.4675,84990360,36.38,36.5173,36.1525
1161,2017-06-20,36.2525,99511800,36.7175,36.7175,36.235
1162,2017-06-19,36.585,128814560,35.915,36.685,35.915
1163,2017-06-16,35.5675,201058160,35.945,36.125,35.55
1164,2017-06-15,36.0725,126571600,35.83,36.12,35.5525
1165,2017-06-14,36.29,125818360,36.875,36.875,35.96
1166,2017-06-13,36.6475,136356760,36.79,36.8625,36.2875
1167,2017-06-12,36.355,288750840,36.435,36.5225,35.6275
1168,2017-06-09,37.245,259131640,38.7975,38.7975,36.505
1169,2017-06-08,38.7475,84576160,38.8125,38.885,38.6
1170,2017-06-07,38.8425,84070240,38.755,38.995,38.62
1171,2017-06-06,38.6125,106367400,38.475,38.9525,38.445
1172,2017-06-05,38.4825,101110720,38.585,38.6125,38.365
1173,2017-06-02,38.8625,110860560,38.395,38.8625,38.2225
1174,2017-06-01,38.295,65534440,38.2925,38.3325,38.055
1175,2017-05-31,38.19,97811000,38.4925,38.5425,38.095
1176,2017-05-30,38.4175,80474480,38.355,38.6075,38.3325
1177,2017-05-26,38.4025,87580080,38.5,38.56,38.3275
1178,2017-05-25,38.4675,76871240,38.4325,38.5875,38.2575
1179,2017-05-24,38.335,76807280,38.46,38.5425,38.1675
1180,2017-05-23,38.45,79624680,38.725,38.725,38.3275
1181,2017-05-22,38.4975,91722520,38.5,38.645,38.2275
1182,2017-05-19,38.265,107571400,38.345,38.495,38.1575
1183,2017-05-18,38.135,134080600,37.8175,38.335,37.7825
1184,2017-05-17,37.5625,202697120,38.4,38.6425,37.4275
1185,2017-05-16,38.8675,79977080,38.985,39.015,38.68
1186,2017-05-15,38.925,103649080,39.0025,39.1625,38.7625
1187,2017-05-12,39.025,129975080,38.675,39.105,38.6675
1188,2017-05-11,38.4875,108945160,38.1125,38.5175,38.0775
1189,2017-05-10,38.315,103116240,38.4075,38.485,38.0275
1190,2017-05-09,38.4975,155631760,38.4675,38.72,38.3625
1191,2017-05-08,38.2525,194681760,37.2575,38.425,37.2575
1192,2017-05-05,37.24,109019400,36.69,37.245,36.69
1193,2017-05-04,36.6325,93383880,36.63,36.785,36.4525
1194,2017-05-03,36.765,182318960,36.3975,36.8725,36.0675
1195,2017-05-02,36.8775,176731720,36.885,37.0225,36.71
1196,2017-05-01,36.645,133993080,36.275,36.8,36.24
1197,2017-04-28,35.9125,83133840,36.0225,36.075,35.8175
1198,2017-04-27,35.9475,56794640,35.9808,36.04,35.8275
1199,2017-04-26,35.92,79992200,36.1175,36.15,35.8441
1200,2017-04-25,36.1325,73302880,35.9775,36.225,35.9675
1201,2017-04-24,35.91,68470840,35.875,35.9875,35.795
1202,2017-04-21,35.5675,69163600,35.61,35.67,35.4625
1203,2017-04-20,35.61,93176160,35.305,35.73,35.29
1204,2017-04-19,35.17,69208640,35.47,35.5,35.1125
1205,2017-04-18,35.3,58705680,35.3525,35.51,35.2775
1206,2017-04-17,35.4575,66116520,35.37,35.47,35.2175
1207,2017-04-13,35.2625,71102040,35.4775,35.595,35.2625
1208,2017-04-12,35.45,81281680,35.4,35.5375,35.2525
1209,2017-04-11,35.4075,121366080,35.735,35.8375,35.015
1210,2017-04-10,35.7925,75618720,35.9,35.9698,35.725
1211,2017-04-07,35.835,66634640,35.9325,36.045,35.8175
1212,2017-04-06,35.915,84524160,36.0725,36.13,35.8625
1213,2017-04-05,36.005,110598000,36.055,36.365,35.9525
1214,2017-04-04,36.1925,79461200,35.8125,36.2225,35.7925
1215,2017-04-03,35.925,79880160,35.9275,36.03,35.7625
1216,2017-03-31,35.915,78305920,35.93,36.0675,35.7525
1217,2017-03-30,35.9825,84756000,36.0475,36.125,35.875
1218,2017-03-29,36.03,116696160,35.92,36.1225,35.7975
1219,2017-03-28,35.95,133393600,35.2275,36.01,35.155
1220,2017-03-27,35.22,94126680,34.8475,35.305,34.655
1221,2017-03-24,35.16,89420560,35.375,35.435,35.0875
1222,2017-03-23,35.23,81197240,35.315,35.3961,35.1525
1223,2017-03-22,35.355,103219280,34.9613,35.4,34.94
1224,2017-03-21,34.96,157844520,35.5275,35.7,34.9325
1225,2017-03-20,35.365,85032400,35.1,35.375,35.0575
1226,2017-03-17,34.9975,174802280,35.25,35.25,34.9725
1227,2017-03-16,35.1725,76695120,35.18,35.255,35.065
1228,2017-03-15,35.115,102706880,34.8525,35.1875,34.7563
1229,2017-03-14,34.7475,61127400,34.825,34.9125,34.71
1230,2017-03-13,34.8,68195200,34.7125,34.8575,34.705
1231,2017-03-10,34.785,78315680,34.8125,34.8393,34.66
1232,2017-03-09,34.67,88471000,34.685,34.6975,34.2625
1233,2017-03-08,34.75,74782000,34.7375,34.95,34.705
1234,2017-03-07,34.88,69756840,34.765,34.995,34.6975
1235,2017-03-06,34.835,84919560,34.8413,34.9425,34.649
1236,2017-03-03,34.945,86221480,34.695,34.9575,34.6475
1237,2017-03-02,34.74,104682760,35.0,35.0697,34.69
1238,2017-03-01,34.9475,145449760,34.4725,35.0375,34.3988
1239,2017-02-28,34.2475,93785360,34.27,34.3588,34.175
1240,2017-02-27,34.2325,80888840,34.285,34.3588,34.07
1241,2017-02-24,34.165,87018400,33.9775,34.165,33.82
1242,2017-02-23,34.1325,83049440,34.345,34.37,34.075
1243,2017-02-22,34.2775,83076120,34.1075,34.28,34.0275
1244,2017-02-21,34.175,97948800,34.0575,34.1875,33.995
1245,2017-02-17,33.93,88653120,33.775,33.9575,33.775
1246,2017-02-16,33.8363,90159440,33.9175,33.975,33.7099
1247,2017-02-15,33.8775,142314560,33.88,34.0675,33.655
1248,2017-02-14,33.755,132218000,33.3675,33.7725,33.3125
1249,2017-02-13,33.3225,91959920,33.27,33.455,33.1875
1250,2017-02-10,33.03,80185000,33.115,33.235,33.0125
1251,2017-02-09,33.105,113285760,32.9125,33.1112,32.78
1252,2017-02-08,33.01,91766600,32.8375,33.055,32.805
1253,2017-02-07,32.8825,152633640,32.635,33.0225,32.6125
1254,2017-02-06,32.5725,107138120,32.2825,32.625,32.225
1255,2017-02-03,32.27,97840640,32.0775,32.2975,32.04
1256,2017-02-02,32.1325,134685000,31.9937,32.3475,31.945
1257,2017-02-01,32.1875,447349200,31.7575,32.6225,31.7525
1258,2017-01-31,30.3375,191071040,30.2875,30.3475,30.155
1259,2017-01-30,30.4075,121308440,30.2325,30.4075,30.165
1260,2017-01-27,30.4875,81981360,30.535,30.5875,30.4
1261,2017-01-26,30.485,105282960,30.4175,30.61,30.4
1262,2017-01-25,30.47,129669640,30.105,30.525,30.07
1263,2017-01-24,29.9925,92764600,29.8875,30.025,29.875
1264,2017-01-23,30.02,87928000,30.0,30.2025,29.9425
1265,2017-01-20,30.0,119690600,30.1125,30.1125,29.9337
1266,2017-01-19,29.945,102217160,29.85,30.0225,29.8425
1267,2017-01-18,29.9975,94749400,30.0,30.125,29.9275
1268,2017-01-17,30.0,137648360,29.585,30.06,29.555
1269,2017-01-13,29.76,104332120,29.7775,29.905,29.7025
1270,2017-01-12,29.8125,108230200,29.7237,29.825,29.5525
1271,2017-01-11,29.9375,109812520,29.685,29.9825,29.65
1272,2017-01-10,29.7775,97730640,29.6925,29.845,29.575
1273,2017-01-09,29.7475,133681160,29.4875,29.8575,29.485
1274,2017-01-06,29.4775,126859280,29.195,29.54,29.1175
1275,2017-01-05,29.1525,88460400,28.98,29.216,28.9525
1276,2017-01-04,29.005,84326480,28.9625,29.1275,28.9375
1277,2017-01-03,29.0375,115076880,28.95,29.0825,28.69
1278,2016-12-30,28.955,122223600,29.1625,29.3,28.8575
1279,2016-12-29,29.1825,59918720,29.1125,29.2774,29.1
1280,2016-12-28,29.19,82746040,29.38,29.5041,29.05
1281,2016-12-27,29.315,72527880,29.13,29.45,29.1225
1282,2016-12-23,29.13,56976200,28.8975,29.13,28.8975
1283,2016-12-22,29.0725,104175280,29.0875,29.1275,28.91
1284,2016-12-21,29.265,94897720,29.2,29.35,29.195
1285,2016-12-20,29.2375,85349240,29.185,29.375,29.17
1286,2016-12-19,29.16,111027040,28.95,29.345,28.9375
1287,2016-12-16,28.9925,177138640,29.1175,29.125,28.9112
1288,2016-12-15,28.955,185144600,28.845,29.1825,28.8075
1289,2016-12-14,28.7975,135849480,28.76,29.05,28.745
1290,2016-12-13,28.7975,173173400,28.46,28.98,28.4375
1291,2016-12-12,28.325,104706760,28.3225,28.75,28.1225
1292,2016-12-09,28.4875,137297400,28.0775,28.675,28.0775
1293,2016-12-08,28.03,108199320,27.715,28.1075,27.65
1294,2016-12-07,27.7575,119904120,27.315,27.7975,27.29
1295,2016-12-06,27.4875,104642240,27.375,27.59,27.2975
1296,2016-12-05,27.2775,136455520,27.5,27.5075,27.0625
1297,2016-12-02,27.475,105925280,27.2925,27.5225,27.2125
1298,2016-12-01,27.3725,148138080,27.5912,27.735,27.2575
1299,2016-11-30,27.63,144605800,27.9,28.05,27.5675
1300,2016-11-29,27.865,114031120,27.695,28.0075,27.5175
1301,2016-11-28,27.8925,108217280,27.8575,28.1163,27.8475
1302,2016-11-25,27.9475,45903680,27.7825,27.9675,27.7375
1303,2016-11-23,27.8075,109682200,27.84,27.8775,27.5825
1304,2016-11-22,27.95,103726840,27.9875,28.105,27.85
1305,2016-11-21,27.9325,116656760,27.53,27.9975,27.5025
1306,2016-11-18,27.515,113243360,27.43,27.635,27.415
1307,2016-11-17,27.4875,110492600,27.4525,27.5875,27.2075
1308,2016-11-16,27.4975,234896320,26.675,27.5575,26.65
1309,2016-11-15,26.7775,128922360,26.6425,26.92,26.5398
1310,2016-11-14,26.4275,203605520,26.9275,26.9522,26.02
1311,2016-11-11,27.1075,136468120,26.78,27.2175,26.6375
1312,2016-11-10,26.9475,228390960,27.7725,27.7725,26.4575
1313,2016-11-09,27.72,236474960,27.47,27.83,27.0125
1314,2016-11-08,27.765,96518520,27.5775,27.93,27.425
1315,2016-11-07,27.6025,129447720,27.52,27.6275,27.365
1316,2016-11-04,27.21,123163720,27.1325,27.5625,27.0275
1317,2016-11-03,27.4575,106154800,27.745,27.865,27.3875
1318,2016-11-02,27.8975,112699920,27.85,28.0875,27.8075
1319,2016-11-01,27.8725,173615040,28.365,28.4425,27.6325
1320,2016-10-31,28.385,105515640,28.4125,28.5575,28.3
1321,2016-10-28,28.43,147168400,28.4675,28.8025,28.3625
1322,2016-10-27,28.62,125584520,28.8475,28.965,28.525
1323,2016-10-26,28.8975,264114560,28.5775,28.925,28.3275
1324,2016-10-25,29.5625,187282400,29.4875,29.59,29.3275
1325,2016-10-24,29.4125,93970600,29.275,29.435,29.25
1326,2016-10-21,29.15,90110760,29.2025,29.2275,29.07
1327,2016-10-20,29.265,96400600,29.215,29.345,29.0825
1328,2016-10-19,29.28,79908640,29.3125,29.44,28.45
1329,2016-10-18,29.3675,97232840,29.545,29.5525,29.3625
1330,2016-10-17,29.3875,94335240,29.3325,29.46,29.195
1331,2016-10-14,29.4075,142504080,29.47,29.5425,29.2825
1332,2016-10-13,29.245,140167280,29.1975,29.36,28.93
1333,2016-10-12,29.335,150051720,29.3375,29.495,29.1875
1334,2016-10-11,29.075,255852040,29.425,29.6725,29.05
1335,2016-10-10,29.0125,144351640,28.755,29.1875,28.68
1336,2016-10-07,28.515,97345760,28.5775,28.64,28.3775
1337,2016-10-06,28.4725,114034840,28.425,28.585,28.2825
1338,2016-10-05,28.2625,85601640,28.35,28.415,28.1725
1339,2016-10-04,28.25,118829080,28.265,28.5775,28.1575
1340,2016-10-03,28.13,86538080,28.1775,28.2625,28.07
1341,2016-09-30,28.2625,145362680,28.115,28.3425,27.95
1342,2016-09-29,28.045,143400040,28.29,28.45,27.95
1343,2016-09-28,28.4875,118433560,28.4225,28.66,28.3575
1344,2016-09-27,28.2725,98349960,28.25,28.295,28.085
1345,2016-09-26,28.22,119200960,27.91,28.3475,27.8875
1346,2016-09-23,28.1775,209644280,28.605,28.6975,27.8875
1347,2016-09-22,28.655,124192680,28.5875,28.735,28.5
1348,2016-09-21,28.3875,143807600,28.4625,28.4973,28.1103
1349,2016-09-20,28.3925,137976600,28.2625,28.53,28.1275
1350,2016-09-19,28.395,187748760,28.7975,29.045,28.3125
1351,2016-09-16,28.73,319055560,28.78,29.0325,28.51
1352,2016-09-15,28.8925,361592680,28.465,28.9325,28.3725
1353,2016-09-14,27.9425,444747600,27.1825,28.2575,27.15
1354,2016-09-13,26.9875,248320640,26.8775,27.1975,26.81
1355,2016-09-12,26.36,180458360,25.6625,26.43,25.6325
1356,2016-09-09,25.7825,185846440,26.16,26.43,25.7825
1357,2016-09-08,26.38,211821240,26.8125,26.8175,26.31
1358,2016-09-07,27.09,169001920,26.9575,27.19,26.7675
